NB.SI;CATEGORIE;DESIGNATION;MATRICULE;DATE ENTREE;PANNE DECLAREE;SIT.ACTUELLE;PIECES;DATE SORTIE;INTERVENANT;AFFECTATION;NBR INDISPONIBILITE;JOUR OUVRABLE;RATIO;JOUR DISPONIBILITE;RATIO2; TYPE DE PANNE ;
824-881-40/3;TRANS/MARCHANDISE;REMORQUE PLATEAU 20T-01 RANDON 824-881-40;824-881-40;24/02/2025;mauvais freinage;Réparée;remplacement - garniture de frein;25/02/2025;Youcefi,S;PARC;2;22;0,09;20;90,91%;mécanique;
00744-213-40/4;TRANS/BENNE;CAMION A BENNE C260 6X4 BN-14 DAEWOO  003459-213-16;00744-213-40;25/02/2025;mauvais freinage;Réparée;remplacement - 01 membrane piston de frein;25/02/2025;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
003800-206-16/9;TRANS ET V, SPECIAUX  ;POMPE A BETON SCHWING 003800-206-16;003800-206-16;26/02/2025;fuite de l'huile hydraulique;En Cours;remplacement - joint d'étanchéité DB899696501P10 - joint d'étanchéité VPLSK2 1016091;En Cours;externe;CAB;En cours;22;En cours;0;100%;mécanique;
00801-111-40/6;LEGER;HYUNDAI HYUNDAI ACCENT 00801-111-40;00801-111-40;26/02/2025;pneumatique;Réparée;montage - 02 pneu - parallélisme 02 roue;26/02/2025;externe;MGX;1;22;0,05;21;95,45%;autres;
02184-512-40/8;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;27/02/2025;fuite de l'huile moteur;Réparée;réparation - joint couvre-culasse;27/02/2025;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
02655-313-40/8;LEGER;MITSUBISHI L200 02655-313-40;02655-313-40;02/03/2025;surchauffe moteur;Réparée;révision moteur;22/06/2025;Youcefi,S;MGX;81;22;3,68;0;100%;mécanique;
00106-102-40/7;LEGER;HYUNDAI ACCENT 00106-102-40;00106-102-40;02/03/2025;bruit a l'AV du véhicule;Réparée;changement - 02 roulement de roue AV;03/03/2025;Djeridi,A;MGX;2;22;0,09;20;90,91%;mécanique;
02326-209-40/4;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M6 HYUNDAY 008003-209-16;02326-209-40;02/03/2025;mauvais freinage ;Réparée;réparation - valve d'air comprimé - garniture de frein;25/03/2025;Sekakra,Dj;CAB;18;22;0,82;4;18,18%;mécanique;
057665-119-16/10;LEGER;RENAULT SYMBOLE 057665-119-16;057665-119-16;03/03/2025;passage de vitesse difficile;Dépanné;réparation - boite de vitesse ;03/03/2025;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
00040-204-40/2;TRANS/PERSONNEL;SATATION D'ENTRETIEN MITSUBISHI 003094-204-16;00040-204-40;05/03/2025;liquide refroidissement;Réparée;changement - liquide refroidissement;12/03/2025;Tamrabet,A;PARC;6;22;0,27;16;72,73%;mécanique;
00040-204-40/3;TRANS/PERSONNEL;SATATION D'ENTRETIEN MITSUBISHI 003094-204-16;00040-204-40;05/03/2025;mauvais freinage;Réparée;remplacement - garniture de frein (AR) - thermostat ;;;;1;22;0,05;21;95,45%;mécanique;
00160-509-40/8;TRANS/MARCHANDISE;TRACTER ROUTIER  DAEWOO  002483-509-16;00160-509-40;09/03/2025;passage de vitesse difficile;Réparée;réparation - booster de changement de vitesse;09/03/2025;Gharib,med;PARC;1;22;0,05;21;95,45%;mécanique;
824-881-40/4;TRANS/MARCHANDISE;REMORQUE PLATEAU 20T-01 RANDON 824-881-40;824-881-40;09/03/2025;mauvais freinage;Réparée;remplacement - garniture de frein;11/03/2025;Youcefi,S;PARC;3;22;0,14;19;86,36%;mécanique;
00744-213-40/5;TRANS/BENNE;CAMION A BENNE C260 6X4 BN-14 DAEWOO  003459-213-16;00744-213-40;09/03/2025;pneumatique;Réparée;montage - 02 pneu - réparation 01 roue;09/03/2025;externe;PARC;1;22;0,05;21;95,45%;autres;
02184-512-40/9;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;10/03/2025;fuite de l'huile;Réparée;confection - 02 flexible - câble d'accélérateur;12/03/2025;Djeridi,A;PARC;3;22;0,14;19;86,36%;mécanique;
00200-104-40/17;LEGER;RENAULT CLIO 00200-104-40;00200-104-40;12/03/2025;bruit a l'avant du véhicule - moteur d'essuie-glace défectueux;Réparée;remplacement - Roulement de roue AV  - moteur d'essuie-glace remplacé;16/03/2025;Tamrabet,A;MGX;3;22;0,14;19;86,36%;mécanique;
03368-812-40/6;TRANS ET V, SPECIAUX  ;COCOTTE A CIMENT 20T-03 SNVI 03368-812-40;03368-812-40;12/03/2025;tuyaux de déchargement ciment bouché;Dépanné;indéterminée;13/03/2025;Tamrabet,A;PARC;2;22;0,09;20;90,91%;mécanique;
01277-114-40/1;LEGER;TOYOTA COROLLA 01277-114-40;01277-114-40;16/03/2025;mauvais freinage;Réparée;remplacement - plaquette de frein AV-AR;16/03/2025;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
04-1636-16/3;ENGIN TERRASSEM;RETRO CHARGEUR 422E CATERPILLAR 04-1636-16;04-1636-16;16/03/2025;bras de godet cassé;Réparée;soudure bras de godet;31/03/2025;;P,RELIZANE;12;22;0,55;10;45,45%;mécanique;
00151-106-40/14;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;17/03/2025;le vehicule ne demarre pas;Réparée;pompette gasoil;26/03/2025;Tamrabet,A;MGX;8;22;0,36;14;63,64%;mécanique;
00801-111-40/7;LEGER;HYUNDAI HYUNDAI ACCENT 00801-111-40;00801-111-40;18/03/2025;raté d'Allumage moteur;Réparée;remplacement - 04 faisceau de bougie - 01 durite d'eau - joint cash culbuteur;18/03/2025;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
042-01210-40/9;ENGIN TERRASSEM;RETROCHARGEUR 428C CATERPILLAR 042-01210-40;042-01210-40;19/03/2025;l'engin ne démarre pas;Dépanné;indéterminée;19/03/2025;Youcefi,S;PARC;1;22;0,05;21;95,45%;mécanique;
052-01314-40/4;ENGIN TERRASSEM;CHARGEUR  HL740-7 HYUNDAI HYUNDAI  052-01314-40;052-01314-40;23/03/2025;palier central et croisillon défectueux;Réparée;remplacement - palier central - croisillon - thermostat;27/03/2025;Youcefi,S;CAB;5;22;0,23;17;77,27%;mécanique;
00051-307-40/9;LEGER;MITSUBISHI PICK UP 00051-307-40;00051-307-40;23/03/2025;courroie de distribution cassée;Réparée;remplacement - kit courroie de distribution REF: CT921 - 01 culbuteur;24/03/2025;Sekakra,Dj;MGX;2;22;0,09;20;90,91%;mécanique;
02041-112-40/6;LEGER;NISSAN SUNNY 02041-112-40;02041-112-40;27/03/2025;mauvais freinage;Réparée;plaquette de frein;27/03/2025;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
001719-211-16/1;TRANS/BENNE;CAMION A BENNE FOREMHYD DAEWOO  001719-211-16;001719-211-16;01/04/2025;passage de vitesse difficile;Réparée;mécanisme d'embrayage;17/04/2025;Djeridi,A;P,RELIZANE;13;22;0,59;9;40,91%;mécanique;
02041-112-40/7;LEGER;NISSAN SUNNY 02041-112-40;02041-112-40;06/04/2025;bruit anormal a l'arriere du véhicule;Réparée;remplacement - Roulement de Roue AR remplacée - 02 phare AV;08/04/2025;Youcefi,S;MGX;3;22;0,14;19;86,36%;mécanique;
00006-813-40/1;TRANS/MARCHANDISE;REMORQUE PLATEAU 40T SNVI 00006-813-40;00006-813-40;06/04/2025;pneumatique;Réparée;montage 02 pneu;06/04/2025;externe;PARC;1;22;0,05;21;95,45%;autres;
03366-212-40/1;TRANS/BENNE;CAMION A BENNE BN-11 DAEWOO  003794-212-16;03366-212-40;07/04/2025;pneumatique;Réparée;montage 02 pneu;07/04/2025;externe;PARC;1;22;0,05;21;95,45%;autres;
00101-300-40/11;LEGER;PEUGEOT EXPERT 00101-300-40;00101-300-40;08/04/2025;courroie cassée;Réparée;Courroie d'Alternateur remplacée;08/04/2025;Sekakra,Dj;MGX;1;22;0,05;21;95,45%;mécanique;
CB0600/5;MANITENTION;GRUE POTIN 01 (N° 57733) POTIN CB0600;CB0600;09/04/2025;roulement défectueux;Réparée;remplacement de roulement (réf:6205);09/04/2025;Youcefi,S;P,UNIVERSITE;1;22;0,05;21;95,45%;mécanique;
00051-307-40/10;LEGER;MITSUBISHI PICK UP 00051-307-40;00051-307-40;10/04/2025;fuite de l'huile moteur;Réparée;remplacement - Joint cache culbuteur - 01 poussoir de soupape - 04 bougie de chauffage - filtre a air;14/04/2025;Youcefi,S;MGX;3;22;0,14;19;86,36%;mécanique;
042-01532-40/6;ENGIN TERRASSEM;BULLDOZER CATERPILLAR 042-01532-40;042-01532-40;10/04/2025;altérnateur défectueux;Réparée;alternateur réparé;13/04/2025;Marir,R;PARC;2;22;0,09;20;90,91%;électrique;
00585-205-40/6;TRANS/BENNE;CAMION A BENNE BN-10 DAEWOO  004024-205-16;00585-205-40;13/04/2025;mauvais freinage;Réparée;remplacement - 02 membrane de piston de frein ;13/04/2025;Gharib,med;PARC;1;22;0,05;21;95,45%;mécanique;
041-01414-40/2;ENGIN TERRASSEM;RETROCHARGEUR 428F CASE 041-01414-40;041-01414-40;13/04/2025;axe de bras de godet usé;Réparée;remplacement - 02 axe d'assemblage pour bras de godet - 02 Lampe code phare 12V;17/04/2025;Djeridi,A;P,RELIZANE;5;22;0,23;17;77,27%;mécanique;
04-1636-16/4;ENGIN TERRASSEM;RETRO CHARGEUR 422E CATERPILLAR 04-1636-16;04-1636-16;13/04/2025;axe de bras de godet usé;Réparée;remplacement - 02 axe d'assemblage pour bras de godet - 02 Lampe code phare 12V;17/04/2025;Djeridi,A;P,RELIZANE;5;22;0,23;17;77,27%;mécanique;
02441-209-40/7;TRANS/PERSONNEL;CAMION HD65 HYUNDAI 007995-209-16;02441-209-40;13/04/2025;mauvais eclairage nocturne;Réparée;remplacement - 02 Lampe code phare 12V;13/04/2025;Marir,R;P,RELIZANE;1;22;0,05;21;95,45%;électrique;
00111-505-40/7;TRANS/MARCHANDISE;TRACTER ROUTIER  MITSUBISHI 000935-505-16;00111-505-40;14/04/2025;fumée noire et manque de puissance;Réparée;réglage pompe injection;14/04/2025;Gharib,med;PARC;1;22;0,05;21;95,45%;mécanique;
00744-213-40/6;TRANS/BENNE;CAMION A BENNE C260 6X4 BN-14 DAEWOO  003459-213-16;00744-213-40;16/04/2025;mauvais freinage;Réparée;01 membrane piston de frein;16/04/2025;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
057665-119-16/11;LEGER;RENAULT SYMBOLE 057665-119-16;057665-119-16;16/04/2025;le véhicule ne démarre pas - mauvaise allimentation en carburant;Réparée;réglage injecteur;17/04/2025;Youcefi,S;MGX;2;22;0,09;20;90,91%;mécanique;
051-01249-40/13;MANITENTION;GRUE SUR PNEU SANY QY25 SANY 051-01249-40;051-01249-40;16/04/2025;bride et lame ressort cassé;Réparée;remplacement - bride - lame ressort - boulon d'assemblage (redimensionné/coupé/rectifié) ;27/05/2025;Djeridi,A;PARC;30;22;1,36;0;100%;mécanique;
02663-313-40/12;LEGER;PEUGEOT EXPERT 02663-313-40;02663-313-40;20/04/2025;le véhicule ne démarre pas;Réparée;remplacement - porte filtre a carburant - filtre gasoil - pompette gasoil;23/04/2025;Youcefi,S;MGX;4;22;0,18;18;81,82%;mécanique;
SP24/6;COMPACTAGE;MINI COMPACTEUR SP24 ENMTP SP24;SP24;20/04/2025;moteur HS;Réparée;remplacement de moteur;03/11/2025;Sekakra,Dj;PARC;142;22;6,45;0;100%;mécanique;
00051-307-40/11;LEGER;MITSUBISHI PICK UP 00051-307-40;00051-307-40;22/04/2025;moteur HS;En Cours;révision moteur;En Cours;Youcefi,S;MGX;En cours;22;En cours;0;100%;mécanique;
057665-119-16/12;LEGER;RENAULT SYMBOLE 057665-119-16;057665-119-16;22/04/2025;le véhicule ne démarre pas/injecteurs défectueux;Dépanné;réparation injecteurs;22/05/2025;Youcefi,S;MGX;23;22;1,05;0;100%;mécanique;
001719-211-16/2;TRANS/BENNE;CAMION A BENNE FOREMHYD DAEWOO  001719-211-16;001719-211-16;22/04/2025;voyant huile moteur allumé;Réparée;remplacement - coussinet (palier/bielle) - pompe a l'huile - capteur huile moteur - filtre carburant - filtre a huile;27/04/2025;Gharib,med;P,RELIZANE;4;22;0,18;18;81,82%;mécanique;
01383-212-40/3;TRANS/MARCHANDISE;CAMION  PLATEAU DAEWOO  003784-212-16;01383-212-40;23/04/2025;refoulement du liquide refroidissement;Réparée;03 joint de culasse;27/04/2025;Gharib,med;PARC;3;22;0,14;19;86,36%;mécanique;
02683-212-40/3;;;02683-212-40;24/04/2025;boite de vitesses defectueuse;Réparée;réparation boite de vitesse;04/05/2025;externe;PARC;7;22;0,32;15;68,18%;mécanique;
00585-205-40/7;TRANS/BENNE;CAMION A BENNE BN-10 DAEWOO  004024-205-16;00585-205-40;27/04/2025;passage de vitesses difficile;Réparée;mécanisme d'embrayage;04/05/2025;Youcefi,S;PARC;6;22;0,27;16;72,73%;mécanique;
000956-214-16/5;TRANS/BENNE 40;CAMION PLATEAU DAEWOO PL02 DAEWOO  000956-214-16;000956-214-16;27/04/2025;mauvais freinage;Réparée;vanne de frein a pédale réparée;29/04/2025;Youcefi,S;PARC;3;22;0,14;19;86,36%;mécanique;
00356-106-40/7;LEGER;TOYOTA ECHO 00356-106-40;00356-106-40;27/04/2025;suspension défectueuse;Réparée;remplacement - 01 moyeu de roue - 02 roulement de roue AV - plaquette de frein AV-AR;28/04/2025;Youcefi,S;PARC;2;22;0,09;20;90,91%;mécanique;
00151-106-40/15;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;27/04/2025;support moteur cassé;Réparée;remplacement - support moteur - support pompe injection;16/10/2025;Sekakra,Dj;MGX;125;22;5,68;0;100%;mécanique;
864-286-40/1;TRANS ET V, SPECIAUX  ;CAMION CITERNE 10 000 Berliet GBH 12 RENAULT 864-286-40;864-286-40;27/04/2025;pompe a eau défectueuse;Réparée;pompe a eau remplacée;29/04/2025;Sekakra,Dj;PARC;3;22;0,14;19;86,36%;mécanique;
042-01239-40/4;ENGIN TERRASSEM;RETROCHARGEUR 422E CATERPILLAR 042-01239-40;042-01239-40;28/04/2025;l'engin ne démarre pas;Réparée;remplacement - porte filtre carburant - filtre gasoil - pompe carburant;29/04/2025;Youcefi,S;PARC;2;22;0,09;20;90,91%;mécanique;
00100-203-40/2;TRANS/BENNE;CAMION A BENNE C260 4X2/01 SNVI 02164-203-16;00100-203-40;29/04/2025;cardon déféctueux;Réparée;remplacement - cardon - palier central - modification cardon tourneur);29/05/2025;Gharib,med;PARC;23;22;1,05;0;100%;mécanique;
02177-209-40/4;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M4 HYUNDAY 007993-209-16;02177-209-40;04/05/2025;passage de vitesses difficile;Réparée;remplacement - mécanisme d'embrayage - croissillon cardan toupie;18/05/2025;Gharib,med;CAB;11;22;0,5;11;50,00%;mécanique;
00160-509-40/9;TRANS/MARCHANDISE;TRACTER ROUTIER  DAEWOO  002483-509-16;00160-509-40;04/05/2025;clapet antiretour gasoil défectueux;Réparée;remplacement - clapet antiretour - filtre a huile - filtre gasoil - filtre a air - filtre déshuileur (dessiccateur) - vérification et vidange boite de vitesse et pont;06/05/2025;Youcefi,S;PARC;3;22;0,14;19;86,36%;mécanique;
02184-512-40/10;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;04/05/2025;voyant huile moteur allumé;Réparée;problème réparé - filtre a air - filtre déshuileur (dessiccateur) - vérification et vidange boite de vitesse et pont;06/05/2025;Gharib,med;PARC;3;22;0,14;19;86,36%;mécanique;
CB3340/1;OUTILLAGE DIVERS;CISAILLE ELECTRIQUE   CB3340;CB3340;05/05/2025;fuile de l'huile;Réparée;réparation - joint d’étanchéité - vidange huile 90;06/05/2025;Aggaba,F;P,BEJAIA;2;22;0,09;20;90,91%;mécanique;
CB3343/1;AIR COMPRIME;COMPRESSEUR D'AIR BOTTARINI CB3343;CB3343;05/05/2025;entretien curatif;Réparée;vidange - filtre huile - filtre a air - filtre gasoil filtre hydraulique;18/05/2025;Aggaba,F;P,BEJAIA;10;22;0,45;12;54,55%;mécanique;
01383-212-40/4;TRANS/MARCHANDISE;CAMION  PLATEAU DAEWOO  003784-212-16;01383-212-40;05/05/2025;problème de refoullement persistant;Réparée;réparation/débouchage - radiateur - changement du liquide refroidissement;07/05/2025;Gharib,med;PARC;3;22;0,14;19;86,36%;mécanique;
02166-413-40/7;TRANS/PERSONNEL;MINI BUS/02 MITSUBISHI 02161-413-40;02166-413-40;06/05/2025;entretien préventif;Réparée;vérification et vidange boite de vitesse et pont - lavage - graissage;06/05/2025;Aggaba,F;MGX;1;22;0,05;21;95,45%;mécanique;
00379-305-40/11;LEGER;MITSUBISHI PICK UP 00379-305-40;00379-305-40;07/05/2025;fuite d'eau;Réparée;pompe a eau remplacée;08/05/2025;Youcefi,S;MGX;2;22;0,09;20;90,91%;mécanique;
000956-214-16/6;TRANS/BENNE 40;CAMION PLATEAU DAEWOO PL02 DAEWOO  000956-214-16;000956-214-16;07/05/2025;le camion ne demarre pas;En Cours;Moteur HS;En Cours;;PARC;En cours;22;En cours;0;100%;mécanique;
00200-104-40/18;LEGER;RENAULT CLIO 00200-104-40;00200-104-40;07/05/2025;compresseur direction assisté HS;Réparée;remplacement compresseur direction assisté;21/05/2025;Youcefi,S;MGX;11;22;0,5;11;50,00%;mécanique;
01103-110-40/6;LEGER;TOYOTA COROLLA 01103-110-40;01103-110-40;07/05/2025;pneumatique;Réparée;montage 04 pneu - équilibrage 04 roue;07/05/2025;externe;MGX;1;22;0,05;21;95,45%;autres;
00331-203-40/1;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M7 HYUNDAY 002168-203-16;00331-203-40;11/05/2025;direction défectueuse;En Cours;indéterminé;En Cours;;P,BECHAR;En cours;22;En cours;0;100%;mécanique;
042-330-40/7;ENGIN TERRASSEM;PELLE HD M318 CATERPILLAR 042-330-40;042-330-40;11/05/2025;fuite de l'huile hydraulique;Réparée;remplacement - joint t'étanchéité pompe hydraulique;12/05/2025;Djeridi,A;PARC;2;22;0,09;20;90,91%;mécanique;
00194-206-40/3;TRANS/PERSONNEL;CAMION HD65 HYUNDAI 003804-206-16;00194-206-40;14/05/2025;altérnateur défectueux;Réparée;réparation - durite d'eau - alternateur - courroie usée;14/05/2025;Marir,R;MGX;1;22;0,05;21;95,45%;électrique;
042-01468-40/10;ENGIN TERRASSEM;PELLE SUR PNEU M315D CATERPILLAR 042-01468-40;042-01468-40;18/05/2025;l'engin ne démarre pas;En Cours;Moteur HS;En Cours;;PARC;En cours;22;En cours;0;100%;mécanique;
008112-324-16/1;LEGER;FIAT SCUDO 008112-324-16;008112-324-16;18/05/2025;mauvais freinage;Réparée;remplacement - plaquette de frein AV-AR;18/05/2025;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
042-330-40/8;ENGIN TERRASSEM;PELLE HD M318 CATERPILLAR 042-330-40;042-330-40;20/05/2025;l'engin ne démarre pas - présence d'eau dans le carburant;Réparée;vidange et lavage du réservoir carburant - changement du filtre a l'huile - filtre gasoil - filtre hydraulique - filtre séparateur - filtre a air;22/05/2025;Gharib,med;PARC;3;22;0,14;19;86,36%;mécanique;
00790-213-40/5;TRANS/BENNE;CAMION A BENNE C260 6X3 BN-13 DAEWOO  003461-213-16;00790-213-40;20/05/2025;pneumatique;Réparée;montage 02 pneu ;20/05/2025;externe;PARC;1;22;0,05;21;95,45%;autres;
042-01239-40/5;ENGIN TERRASSEM;RETROCHARGEUR 422E CATERPILLAR 042-01239-40;042-01239-40;21/05/2025;fuite de l'huile;Réparée;confection flexible hydraulique;21/05/2025;Djeridi,A;PARC;1;22;0,05;21;95,45%;mécanique;
00194-206-40/4;TRANS/PERSONNEL;CAMION HD65 HYUNDAI 003804-206-16;00194-206-40;22/05/2025;passage de vitesse difficile;Réparée;remplacement - mécanisme d'embrayage - roulement 6210 (boite de vitesse) - roulement 6203 (volant moteur) - joint SPI 48/64/10;29/05/2025;Djeridi,A;MGX;6;22;0,27;16;72,73%;mécanique;
00160-509-40/10;TRANS/MARCHANDISE;TRACTER ROUTIER  DAEWOO  002483-509-16;00160-509-40;24/05/2025;fuite d'eau;Réparée;réparation durite d'eau ;24/05/2025;Gharib,med;PARC;1;22;0,05;21;95,45%;mécanique;
CB0604/3;MANITENTION;GRUE POTIN 02 (N° 58298) POTIN CB0604;CB0604;27/05/2025;roulement a bille défectueux;Réparée;remplacement - 02 roulement a bille 6210;27/05/2025;Dardouch,N;P,UNIVERSITE;1;22;0,05;21;95,45%;mécanique;
051-01249-40/14;MANITENTION;GRUE SUR PNEU SANY QY25 SANY 051-01249-40;051-01249-40;28/05/2025;mauvais freinage;Réparée;remplacement - 01 tambour de frein;02/06/2025;Djeridi,A;PARC;4;22;0,18;18;81,82%;mécanique;
00194-206-40/5;TRANS/PERSONNEL;CAMION HD65 HYUNDAI 003804-206-16;00194-206-40;08/06/2025;boite de vitesses defectueuse;Réparée;remplacement - roulement a bille (6308) - roulement a bille (6307) -réparation boite de vitesse;28/08/2025;Sekakra,Dj;MGX;60;22;2,73;0;100%;mécanique;
02184-512-40/11;TRANS/MARCHANDISE;TRACTER ROUTIER   6X4 DAEWOO  001637-512-16;02184-512-40;09/06/2025;servo d'embrayage défectueux ;Réparée;remplacement - servo d'embrayage - pompe d'embrayage - mono de pression;10/06/2025;Gharib,med;PARC;2;22;0,09;20;90,91%;mécanique;
00378-105-40/8;LEGER;HONDA ACCORD 00378-105-40;00378-105-40;10/06/2025;mauvais freinage;Réparée;remplacement - plaquette de frein AV-AR (chargement);18/06/2025;Tamrabet,A;MGX;7;22;0,32;15;68,18%;mécanique;
00040-204-40/4;TRANS/PERSONNEL;SATATION D'ENTRETIEN MITSUBISHI 003094-204-16;00040-204-40;10/06/2025;mauvais freinage;Réparée;remplacement - pompe de frein ;18/06/2025;Tamrabet,A;PARC;7;22;0,32;15;68,18%;mécanique;
01250-711-40/3;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M1 HYUNDAY 000332-711-16;01250-711-40;11/06/2025;mano d'air defectueux;Réparée;remplacement - 01 Mano de pression d'air 02 Bar;11/06/2025;Marir,R;CAB;1;22;0,05;21;95,45%;électrique;
01373-212-40/4;TRANS ET V, SPECIAUX  ;CAMION CITERNE 10,000 L DAEWOO  003792-212-16;01373-212-40;11/06/2025;alternateur défectueux;Réparée;remplacement - 01 alternateur 60A - courroie alternateur - 01 flexible climatiseur;11/06/2025;Marir,R;P,TINDOUF;1;22;0,05;21;95,45%;électrique;
008113-324-16/1;LEGER;FIAT SCUDO 008113-324-16;008113-324-16;12/06/2025;mauvais freinage;Réparée;remplacement - plaquette de frein AV;12/06/2025;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
00106-102-40/8;LEGER;HYUNDAI ACCENT 00106-102-40;00106-102-40;12/06/2025;le véhicule ne démarre pas;Dépanné;indéterminé;12/06/2025;Youcefi,S;MGX;1;22;0,05;21;95,45%;mécanique;
864-286-40/2;TRANS ET V, SPECIAUX  ;CAMION CITERNE 10 000 Berliet GBH 12 RENAULT 864-286-40;864-286-40;15/06/2025;passage de vitesse difficile;Réparée;remplacement - mécanisme d'embrayage GLR 190 - servo d'embrayage GLR (watco) - joint SPI 65/85;22/06/2025;Gharib,med;PARC;6;22;0,27;16;72,73%;mécanique;
00585-205-40/8;TRANS/BENNE;CAMION A BENNE BN-10 DAEWOO  004024-205-16;00585-205-40;15/06/2025;passage de vitesses difficile;Réparée;remplacement - servo d'embrayage;19/06/2025;Gharib,med;PARC;5;22;0,23;17;77,27%;mécanique;
00100-203-40/3;TRANS/BENNE;CAMION A BENNE C260 4X2/01 SNVI 02164-203-16;00100-203-40;16/06/2025;mauvais freinage;Réparée;remplacement - 02 garniture de frein AV - 02 tambour;19/06/2025;Sekakra,Dj;PARC;4;22;0,18;18;81,82%;mécanique;
02041-112-40/8;LEGER;NISSAN SUNNY 02041-112-40;02041-112-40;18/06/2025;raté d'Allumage;Réparée;remplacement - joint de culasse - soupape - joint collecteur - filtre a air;17/07/2025;Youcefi,S;MGX;22;22;1;0;0,00%;mécanique;
02177-209-40/5;TRANS ET V, SPECIAUX  ;CAMION MALAXEUR  M4 HYUNDAY 007993-209-16;02177-209-40;22/06/2025;pneumatique;Réparée;montage 02 pneu ;22/06/2025;externe;CAB;1;22;0,05;21;95,45%;autres;
00934-309-40/6;LEGER;MITSUBISHI PICK UP 00934-309-40;00934-309-40;25/06/2025;pompe d'embrayage défectueuse;Réparée;remplacement - disque de frein - plaquette de frein - pompe d'embrayage - Mano huile moteur;29/06/2025;Tamrabet,A;MGX;3;22;0,14;19;86,36%;mécanique;
